1,13
2,13
3,14
4,15
5,16
6,17
7,18
8,18
9,19
10,19
11,19
12,18
13,18
14,19
15,19
16,19
17,20
18,20
19,21
20,20
21,21
22,21
23,21
24,21
25,21
26,22
27,22
28,22
29,22
30,22
31,23
32,23
33,23
34,24
35,24
36,25
37,24
38,24
39,24
40,24
41,24
42,25
43,25
44,25
45,25
46,25
47,26
48,26
49,27
50,26
51,26
52,26
53,26
54,27
55,27
56,28
57,27
58,27
59,28
60,27
61,28
62,28
63,28
64,28
65,28
66,28
67,28
68,28
69,28
70,28
71,28
72,28
73,28
74,28
75,28
76,28
77,28
78,28
79,28
80,28
81,29
82,29
83,29
84,29
85,29
86,29
87,28
88,28
89,29
90,28
91,28
92,29
93,29
94,29
95,29
96,29
97,29
98,29
99,30
100,30
101,30
102,30
103,29
104,29
105,29
106,29
107,29
108,29
109,29
110,29
111,29
112,29
113,29
114,29
115,29
116,29
117,29
118,29
119,29
120,30
121,30
122,29
123,29
124,30
125,30
126,30
127,30
128,30
129,30
130,30
131,29
132,30
133,30
134,30
135,31
136,31
137,31
138,31
139,31
140,30
141,31
142,30
143,31
144,30
145,31
146,30
147,30
148,30
149,30
150,30
151,30
152,30
153,31
154,30
155,31
156,31
157,31
158,30
159,30
160,31
161,31
162,30
163,31
164,31
165,30
166,30
167,31
168,31
169,31
170,31
171,31
172,31
173,31
174,31
175,31
176,31
177,31
178,31
179,31
180,31
181,32
182,32
183,32
184,32
185,32
186,32
187,32
188,32
189,32
190,32
191,31
192,31
193,32
194,32
195,32
196,32
197,32
198,32
199,32
200,32
201,32
202,32
203,32
204,32
205,32
206,32
207,32
208,32
209,32
210,32
211,32
212,32
213,32
214,32
215,32
216,32
217,32
218,32
219,32
220,32
221,32
222,32
223,32
224,32
225,32
226,32
227,32
228,32
229,33
230,33
231,33
232,33
233,32
234,33
235,33
236,33
237,33
238,33
239,33
240,33
241,33
242,33
243,33
244,33
245,33
246,33
247,33
248,33
249,33
250,33
251,33
252,33
253,33
254,33
255,33
256,33
257,33
258,33
259,33
260,32
261,32
262,33
263,33
264,33
265,33
266,33
267,33
268,33
269,33
270,33
271,33
272,33
273,33
274,33
275,33
276,33
277,33
278,33
279,33
280,33
281,33
282,33
283,33
284,33
285,33
286,33
287,33
288,33
289,33
290,33
291,33
292,33
293,33
294,33
295,33
296,33
297,33
298,33
299,33
300,33
301,33
302,33
303,33
304,33
305,33
306,33
307,34
308,34
309,34
310,34
311,34
312,34
313,34
314,34
315,34
316,33
317,34
318,34
319,34
320,34
321,34
322,34
323,34
324,34
325,34
326,34
327,34
328,34
329,34
330,34
331,34
332,34
333,34
334,34
335,34
336,34
337,34
338,34
339,34
340,35
341,35
342,35
343,35
344,36
345,36
346,36
347,36
348,36
349,36
350,36
351,36
352,36
353,36
354,36
355,36
356,35
357,35
358,35
359,35
360,35
361,35
362,36
363,37
364,36
365,36
366,36
367,36
368,36
369,36
370,36
371,36
372,36
373,36
374,37
375,37
376,37
377,37
378,37
379,37
380,37
381,36
382,36
383,36
384,37
385,37
386,36
387,36
388,36
389,36
390,36
391,36
392,36
393,37
394,37
395,37
396,37
397,37
398,37
399,37
400,37
401,37
402,37
403,37
404,37
405,37
406,37
407,37
408,37
409,37
410,37
411,37
412,37
413,37
414,37
415,37
416,37
417,37
418,38
419,37
420,37
421,37
422,38
423,37
424,39
425,39
426,39
427,38
428,38
429,38
430,38
431,38
432,38
433,38
434,38
435,39
436,40
437,39
438,38
439,38
440,38
441,38
442,38
443,38
444,38
445,38
446,38
447,38
448,39
449,39
450,39
451,39
452,39
453,39
454,39
455,39
456,39
457,39
458,39
459,39
460,39
461,39
462,40
463,39
464,39
465,38
466,39
467,39
468,39
469,39
470,39
471,39
472,39
473,40
474,40
475,40
476,40
477,39
478,38
479,38
480,38
481,39
482,39
483,39
484,39
485,39
486,39
487,39
488,39
489,39
490,39
491,40
492,40
493,39
494,39
495,39
496,39
497,39
498,39
499,39
